CreditUnion,Link,Rates,BestRate
ACT 1st Federal Credit Union,https://mortgages.cumortgage.net/default.asp?siteId=19A8538A-275B-48C3-B178-135960E426A5,30 Year Fixed-5.500%|20 Year Fixed-5.375%|15 Year Fixed-5.000%|5/5 Year ARM-5.375%|Jumbo 30 Year Fixed-6.375%,15 Year Fixed-5.000%
